Carimbo de data/hora;Gênero? ;Idade?;Estado Civil?;Quantos filhos possui?;Qual é o seu grau de escolaridade ?;Qual sua graduação?;Há quanto tempo você é militar?;Na área de qual Distrito Naval você servia antes do curso?;Quantas pessoas residem com você?;Quantas pessoas residem com você contribuem para o orçamento familiar?;Quantas pessoas não residem na mesma casa contribuem para o orçamento?;Até que parcela do orçamento essas pessoas que não residem contribuem?;Você contribui financeiramente com outra pessoa que não mora com você?;Até que parcela do orçamento você contribui  com pessoas que não residem na mesma casa que você?;Quantos cartões de crédito você possui?;Quantas contas bancárias você mantém?;Você investe/poupa parte do seu salário?;Que parte dessa quantia poupada fica em caderneta de poupança?;Por qual motivo você poupa parte do seu salário?;Você tem o hábito de anotar seus gastos?;Você conhece ferramentas que auxiliam no planejamento financeiro pessoal?;Quantas vezes você já deixou de pagar o valor total do cartão de crédito ou utilizou o cheque especial?;Você já pegou algum empréstimo em instituição financeira?;Você tem algum tipo de dívida (empréstimos, financiamentos, rotativo do cartão)?;Qual parte do seu orçamento está comprometido com dívidas acima de 12 meses?;Durante a Infância/adolescência alguém conversou com você sobre poupança, investimentos e demais assuntos ligados às finanças pessoais?;De quantas palestras sobre educação financeira ministradas pela Marinha você já participou?;Onde você adquiriu a maior parte dos seus conhecimentos para gerir o seu dinheiro?;Como você classificaria sua segurança em relação aos seus conhecimentos?
24/4/2018 18:17:42;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;1;0;;1;;0;1;0%;0%;;Não registro;Não;0;Comprar carro/moto;Não tenho dívidas pessoais;0%;Sim;0;Em casa com a família;Moderada
24/4/2018 18:19:10;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Superior Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;0;2;0%;0%;;Não registro;Conheço mas não utilizo;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;4 ou mais;Em aulas na universidade;Excelente
24/4/2018 18:20:13;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Completo;Cabo;Mais de 10 anos;1;0;0;0;;0;;1;1;20%;20%;Outros fins;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;2;Em aulas na universidade;Excelente
24/4/2018 18:21:28;Masculino;De 26 a 30 anos;Solteiro (a);1;Ensino Médio Completo;Cabo;Mais de 10 anos;4;2;0;0;;0;;0;1;0%;0%;;Não registro;Conheço mas não utilizo;4 ou mais;Comprar carro/moto;Não tenho dívidas pessoais;0%;Não;2;Da minha experiência prática;Moderada
24/4/2018 18:22:27;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Completo;Cabo;Entre 8 e 10 anos;1;3;1;0;;0;;1;1;0%;0%;;Não registro;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;2;Em casa com a família;Moderada
24/4/2018 18:24:29;Masculino;De 26 a 30 anos;Casado (a)/União Estável;3;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;4 ou mais;0;0;;0;;0;1;0%;0%;;Não registro;Não;3;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;20%;Não;1;Em palestras ministradas na Marinha;Moderada
24/4/2018 18:25:26;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;4;1;0;0;;1;5%;1;1;0%;0%;;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;4 ou mais;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;30%;Não;0;Na internet;Inseguro
24/4/2018 18:26:27;Masculino;De 26 a 30 anos;Separado (a)/Divorciado (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;0;0;0;;0;;1;2;10%;10%;Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;1;Comprar carro/moto;Acima de 24 meses com dificuldade em liquidar;30%;Não;2;Em conversa com amigos;Satisfatório
24/4/2018 18:27:21;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;7;2;1;0;;0;;1;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;1;Comprar carro/moto;Acima de 24 meses com prestação em dia.;20%;Sim;2;Da minha experiência prática;Moderada
1/5/2018 17:34:06;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Menos de 2 anos;1;3;2;0;;0;;1;1;10%;0%;Outros fins;Não registro;Não;1;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em revistas, livros, TV e rádio;Moderada
1/5/2018 17:36:32;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 2 e 5 anos;1;0;0;0;;2;20%;0;1;0%;0%;;Não registro;Não;2;Nunca;Não tenho dívidas pessoais;0%;Não;4 ou mais;Da minha experiência prática;Satisfatório
1/5/2018 17:40:58;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 2 e 5 anos;1;0;0;0;;2;20%;0;1;0%;0%;;Não registro;Não;2;Nunca;Não tenho dívidas pessoais;0%;Não;4 ou mais;Da minha experiência prática;Satisfatório
1/5/2018 17:43:00;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Entre 2 e 5 anos;1;3;2;0;;0;;2;1;Mais de 30%;30%;Outros fins;Não registro;Não;1;Nunca;Não tenho dívidas pessoais;10%;Sim;2;Em casa com a família, Na internet, Da minha experiência prática;Moderada
1/5/2018 17:44:18;Feminino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;3;2;0;;0;;0;1;10%;0%;Outros fins;Não registro;Não;4 ou mais;Outro;Não tenho dívidas pessoais;0%;Não;0;Na internet;Moderada
1/5/2018 17:48:01;Feminino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;3;2;0;;0;;0;1;10%;0%;Outros fins;Não registro;Não;4 ou mais;Outro;Não tenho dívidas pessoais;0%;Não;0;Na internet;Moderada
1/5/2018 17:51:42;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Entre 5 e 8 anos;1;3;2;0;;0;;2;1;20%;20%;Outros fins;Não registro;Não;1;Outro;Não tenho dívidas pessoais;0%;Sim;4 ou mais;Em revistas, livros, TV e rádio;Satisfatório
1/5/2018 17:54:44;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Entre 5 e 8 anos;1;3;2;1;30%;0;;1;2;30%;30%;Outros fins;Não registro;Não;1;Outro;Abaixo de 24 meses com prestação em dia;0%;Sim;1;Em casa com a família, Em conversa com amigos, Em aulas na universidade, Em revistas, livros, TV e rádio, Na internet, Da minha experiência prática, Em palestras ministradas na Marinha;Satisfatório
1/5/2018 17:57:34;Feminino;De 21 a 25 anos;Solteiro (a);0;Especialização;Cabo;Entre 5 e 8 anos;1;2;2;0;;0;;0;1;10%;10%;Outros fins;Não registro;Não;4 ou mais;Outro;Acima de 24 meses com prestação em dia.;10%;Sim;0;Em casa com a família;Moderada
1/5/2018 18:01:39;Feminino;De 26 a 30 anos;Separado (a)/Divorciado (a);2;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;4 ou mais;0;0;;0;;0;1;10%;0%;Outros fins;Não registro;Não;4 ou mais;Pagar uma dívida;Abaixo de 24 meses com prestação em dia;0%;Não;0;Na internet;Inseguro
1/5/2018 18:03:33;Feminino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Entre 5 e 8 anos;7;3;1;0;;1;10%;0;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Acima de 24 meses com dificuldade em liquidar;20%;Não;2;Em conversa com amigos, Em revistas, livros, TV e rádio, Na internet, Da minha experiência prática, Em palestras ministradas na Marinha;Moderada
1/5/2018 18:06:14;Feminino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Entre 5 e 8 anos;7;1;0;1;30%;0;;1;1;0%;0%;;Não registro;Não;1;Outro;Abaixo de 24 meses com prestação em dia;0%;Sim;0;Em conversa com amigos, Da minha experiência prática;Inseguro
1/5/2018 18:07:57;Feminino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;3;2;0;;0;;2;1;30%;10%;Outros fins;Não registro;Não;1;Nunca;Não tenho dívidas pessoais;0%;Não;1;Em conversa com amigos, Em aulas na universidade, Na internet;Moderada
1/5/2018 18:09:24;Feminino;De 21 a 25 anos;Casado (a)/União Estável;0;Especialização;Cabo;Entre 5 e 8 anos;1;4 ou mais;1;0;;0;;1;2;10%;10%;Outros fins;Não registro;Não;1;Nunca;Não tenho dívidas pessoais;0%;Não;0;Na internet;Moderada
1/5/2018 18:11:31;Feminino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;4 ou mais;2;0;;2;20%;2;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;0;Em revistas, livros, TV e rádio;Inseguro
1/5/2018 18:13:24;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;1;1;0;;0;;1;2;0%;0%;;Não registro;Não;1;Outro;Acima de 24 meses com prestação em dia.;10%;Não;1;Da minha experiência prática;Inseguro
1/5/2018 18:15:26;Feminino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;1;1;0;;1;;1;1;0%;0%;;Não registro;Não;1;Nunca;Não tenho dívidas pessoais;0%;Não;2;Em casa com a família, Em conversa com amigos, Em aulas na universidade, Na internet, Da minha experiência prática, Em palestras ministradas na Marinha;Moderada
1/5/2018 18:33:07;Feminino;De 26 a 30 anos;Solteiro (a);0;Especialização;Cabo;Entre 5 e 8 anos;1;1;0;2;30%;0;;1;2;10%;10%;Outros fins;Não registro;Não;0;Nunca;Não tenho dívidas pessoais;0%;Sim;0;Em casa com a família;Satisfatório
1/5/2018 18:34:09;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;2;0;0;;0;;1;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Abaixo de 24 meses com prestação em dia;0%;Não;1;Da minha experiência prática;Moderada
1/5/2018 18:37:30;Feminino;De 21 a 25 anos;Solteiro (a);0;Especialização;Cabo;Entre 5 e 8 anos;1;4 ou mais;2;0;;4 ou mais;30%;1;4 ou mais;10%;10%;Outros fins;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Abaixo de 24 meses com prestação em dia;10%;Sim;0;Em casa com a família;Moderada
1/5/2018 18:44:50;Feminino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;2;2;0;;0;;1;1;0%;0%;;Não registro;Não;2;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família;Inseguro
1/5/2018 18:45:58;Feminino;De 26 a 30 anos;Solteiro (a);0;Especialização;Cabo;Entre 5 e 8 anos;1;3;1;0;;0;;1;2;Mais de 30%;Mais de 30%;Outros fins;Não registro;Não;1;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família;Satisfatório
1/5/2018 18:49:07;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Completo;Cabo;Entre 5 e 8 anos;1;2;1;1;10%;0;;0;1;0%;0%;;Não registro;Não;0;Nunca;Não tenho dívidas pessoais;10%;Não;2;Em casa com a família, Em conversa com amigos, Em revistas, livros, TV e rádio, Na internet;Moderada
1/5/2018 18:50:28;Feminino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;7;1;0;0;;0;;1;1;20%;20%;Outros fins;Não registro;Não;1;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em conversa com amigos, Em aulas na universidade, Na internet, Da minha experiência prática;Moderada
1/5/2018 18:51:30;Feminino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Entre 2 e 5 anos;1;1;1;0;;0;;2;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;0;Da minha experiência prática;Inseguro
1/5/2018 18:53:06;Feminino;De 26 a 30 anos;Solteiro (a);0;Especialização;Cabo;Entre 5 e 8 anos;1;4 ou mais;1;0;;0;;1;1;10%;10%;Outros fins;Não registro;Não;0;Nunca, Outro;Abaixo de 24 meses com prestação em dia;0%;Sim;0;Em casa com a família;Moderada
1/5/2018 18:54:33;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;5;1;1;0;;1;10%;2;1;0%;0%;;Não registro;Não;4 ou mais;Outro;Abaixo de 24 meses com prestação em dia;0%;Não;0;Em aulas na universidade, Da minha experiência prática;Satisfatório
1/5/2018 18:57:00;Feminino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;2;1;0;;0;;1;1;30%;30%;Outros fins;Não registro;Não;0;Nunca;Não tenho dívidas pessoais;0%;Não;1;Em conversa com amigos, Da minha experiência prática;Moderada
1/5/2018 18:58:14;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;7;2;2;0;;1;10%;1;1;10%;0%;Outros fins;Não registro;Não;4 ou mais;Outro;Acima de 24 meses com prestação em dia.;20%;Não;0;Em aulas na universidade;Inseguro
1/5/2018 19:00:12;Feminino;De 26 a 30 anos;Casado (a)/União Estável;2;Ensino Superior Incompleto;Cabo;Entre 2 e 5 anos;1;3;1;0;;0;;1;2;0%;0%;;Não registro;Não;4 ou mais;Outro;Acima de 24 meses com prestação em dia.;20%;Não;0;Em conversa com amigos, Em revistas, livros, TV e rádio, Da minha experiência prática;Inseguro
1/5/2018 19:01:31;Feminino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Entre 2 e 5 anos;1;2;2;0;;2;20%;1;3;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;2;Da minha experiência prática;Moderada
1/5/2018 19:02:37;Feminino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Entre 2 e 5 anos;1;1;1;0;;0;;0;1;10%;Mais de 30%;Outros fins;Não registro;Não;3;Nunca;Não tenho dívidas pessoais;0%;Não;1;Na internet;Inseguro
1/5/2018 19:05:56;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Completo;Cabo;Entre 5 e 8 anos;1;3;3;0;;0;;1;1;20%;10%;Outros fins;Não registro;Não;0;Nunca;Não tenho dívidas pessoais;10%;Não;0;Na internet, Da minha experiência prática;Moderada
1/5/2018 19:07:06;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 2 e 5 anos;1;3;2;0;;0;;1;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Abaixo de 24 meses com prestação em dia;10%;Não;0;Da minha experiência prática;Inseguro
1/5/2018 19:09:03;Feminino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;2;1;0;;1;;2;2;10%;10%;Outros fins;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Acima de 24 meses com prestação em dia.;20%;Não;0;Da minha experiência prática;Moderada
1/5/2018 19:10:32;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 2 e 5 anos;1;2;1;0;;0;;2;1;10%;0%;Outros fins;Não registro;Não;0;Nunca;Não tenho dívidas pessoais;0%;Sim;4 ou mais;Em casa com a família, Em conversa com amigos, Em aulas na universidade, Em revistas, livros, TV e rádio, Na internet, Da minha experiência prática, Em palestras ministradas na Marinha;Moderada
1/5/2018 19:11:55;Feminino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;3;1;0;;0;;1;2;0%;0%;;Não registro;Não;0;Outro;Acima de 24 meses com prestação em dia.;0%;Não;0;Na internet, Da minha experiência prática;Moderada
1/5/2018 19:13:02;Feminino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Entre 5 e 8 anos;1;1;1;0;;0;;0;3;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Acima de 24 meses com prestação em dia.;30%;Sim;2;Em casa com a família, Em aulas na universidade, Em palestras ministradas na Marinha;Moderada
1/5/2018 19:14:42;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Menos de 2 anos;1;4 ou mais;3;1;20%;1;;0;2;20%;10%;Outros fins;Não registro;Não;0;Nunca;Não tenho dívidas pessoais;10%;Não;1;Da minha experiência prática;Satisfatório
1/5/2018 19:16:22;Feminino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Menos de 2 anos;1;1;1;0;;0;;2;2;0%;0%;;Não registro;Não;0;Pagar uma dívida;Acima de 24 meses com prestação em dia.;30%;Não;1;Em casa com a família;Inseguro
1/5/2018 19:17:55;Feminino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;2;2;0;;1;10%;1;1;20%;20%;Outros fins;Não registro;Não;0;Outro;Abaixo de 24 meses com prestação em dia;0%;Sim;2;Em casa com a família, Em revistas, livros, TV e rádio, Da minha experiência prática;Moderada
1/5/2018 19:19:11;Feminino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Completo;Cabo;Entre 2 e 5 anos;1;3;1;0;;0;;1;1;10%;0%;Outros fins;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;0;Em casa com a família, Em conversa com amigos, Em aulas na universidade, Da minha experiência prática;Inseguro
1/5/2018 19:20:48;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;3;1;0;;1;10%;2;1;20%;0%;Outros fins;Não registro;Não;0;Outro;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;0;Em casa com a família, Em conversa com amigos, Em revistas, livros, TV e rádio, Na internet, Da minha experiência prática;Moderada
1/5/2018 19:21:59;Feminino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;3;3;0;;0;;2;1;20%;20%;Outros fins;Não registro;Não;0;Nunca;Não tenho dívidas pessoais;0%;Sim;0;Em casa com a família;Satisfatório
1/5/2018 19:22:57;Feminino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;3;3;0;;4 ou mais;30%;2;1;10%;10%;Outros fins;Não registro;Não;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Não;1;Da minha experiência prática;Moderada
1/5/2018 19:24:01;Feminino;De 21 a 25 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;3;2;1;10%;0;;1;1;10%;10%;Outros fins;Não registro;Não;2;Nunca;Não tenho dívidas pessoais;0%;Sim;0;Da minha experiência prática;Moderada
1/5/2018 19:25:05;Feminino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;1;1;0;;0;;2;1;10%;10%;Outros fins;Não registro;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;10%;Sim;0;Em casa com a família, Da minha experiência prática;Satisfatório
1/5/2018 19:27:49;Feminino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Completo;Cabo;Entre 5 e 8 anos;1;3;2;0;;0;;2;3;20%;20%;Outros fins;Não registro;Não;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Sim;2;Em conversa com amigos;Moderada
1/5/2018 19:32:13;Feminino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Entre 5 e 8 anos;1;1;1;0;;0;;4 ou mais;2;0%;0%;Outros fins;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Acima de 24 meses com dificuldade em liquidar;30%;Sim;1;Da minha experiência prática;Moderada
1/5/2018 19:34:50;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 2 e 5 anos;1;2;2;1;;1;10%;0;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida;Abaixo de 24 meses com prestação em dia;20%;Sim;1;Em casa com a família;Inseguro
1/5/2018 19:45:11;Feminino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Entre 5 e 8 anos;1;2;1;0;;1;10%;1;1;0%;0%;;Não registro;Não;0;Nunca;Abaixo de 24 meses com prestação em dia;0%;Sim;0;Em casa com a família;Moderada
1/5/2018 19:46:24;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Entre 2 e 5 anos;1;3;1;0;;0;;0;1;0%;0%;;Não registro;Não;0;Nunca;Não tenho dívidas pessoais;0%;Sim;4 ou mais;Da minha experiência prática;Moderada
1/5/2018 19:47:52;Feminino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;1;1;0;;1;10%;1;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Abaixo de 24 meses com prestação em dia;10%;Não;1;Da minha experiência prática;Satisfatório
1/5/2018 19:50:36;Feminino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Entre 5 e 8 anos;1;1;1;0;;0;;4 ou mais;2;30%;30%;Outros fins;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;1;Em casa com a família, Em conversa com amigos, Em aulas na universidade, Da minha experiência prática, Em palestras ministradas na Marinha;Moderada
1/5/2018 19:51:57;Feminino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;3;1;0;;1;10%;2;2;Mais de 30%;Mais de 30%;Outros fins;Não registro;Não;0;Nunca;Abaixo de 24 meses com prestação em dia;0%;Não;2;Em palestras ministradas na Marinha;Inseguro
1/5/2018 19:53:23;Feminino;De 26 a 30 anos;Casado (a)/União Estável;0;Especialização;Cabo;Entre 5 e 8 anos;1;1;1;0;;1;10%;3;3;Mais de 30%;30%;Outros fins;Não registro;Não;0;Pagar uma dívida, Outro;Acima de 24 meses com prestação em dia.;20%;Não;1;Em casa com a família, Em aulas na universidade, Na internet;Moderada
1/5/2018 19:54:26;Feminino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;7;2;2;0;;0;;1;2;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Acima de 24 meses com prestação em dia.;30%;Não;1;Em aulas na universidade;Satisfatório
1/5/2018 19:55:24;Feminino;De 21 a 25 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Entre 2 e 5 anos;1;3;1;0;;0;;1;2;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;30%;Não;0;Em casa com a família, Em conversa com amigos;Inseguro
1/5/2018 19:57:12;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Completo;Cabo;Entre 5 e 8 anos;1;4 ou mais;3;0;;0;;2;1;10%;10%;Outros fins;Não registro;Não;2;Outro;Abaixo de 24 meses com prestação em dia;10%;Sim;0;Da minha experiência prática;Satisfatório
1/5/2018 19:58:09;Feminino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Entre 2 e 5 anos;1;2;2;0;;0;;1;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida;Abaixo de 24 meses com prestação em dia;20%;Sim;1;Em casa com a família, Em conversa com amigos;Inseguro
1/5/2018 20:00:23;Feminino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Superior Completo;Cabo;Entre 8 e 10 anos;1;2;1;0;;0;;0;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Acima de 24 meses com prestação em dia.;30%;Não;0;Da minha experiência prática;Moderada
1/5/2018 20:01:51;Feminino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Entre 2 e 5 anos;1;2;2;0;;1;10%;1;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;1;Na internet;Inseguro
1/5/2018 20:02:40;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;1;1;1;0;;0;;1;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida, Outro;Acima de 24 meses com prestação em dia.;30%;Sim;0;Em casa com a família, Na internet;Moderada
1/5/2018 20:03:55;Feminino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Entre 5 e 8 anos;8;2;2;0;;1;10%;1;1;10%;0%;Outros fins;Não registro;Não;4 ou mais;Outro;Acima de 24 meses com prestação em dia.;10%;Sim;0;Da minha experiência prática;Inseguro
